DATE,TOTAL_CASES,NEW_CASES,TOTAL_CONFIRMED,NEW_CONFIRMED,TOTAL_PROBABLE,NEW_PROBABLE,POS_TESTS,NEG_TESTS,TOTAL_TESTS,NEW_TESTS,NEW_DEATHS,TOTAL_DEATHS,NEW_ACTIVE,TOTAL_ACTIVE,NEW_INACTIVE_RECOVERED,TOTAL_INACTIVE_RECOVERED,NEW_HOSP,TOTAL_HOSP,TOTAL_DEATHS_BY_DOD,NEW_DEATHS_BY_DOD
6/10/2021,865085,244,712440,173,152645,71,821587,7244435,8066022,8654,3,12498,-59,2519,300,850068,3,22126,12492,0
6/9/2021,864841,222,712267,153,152574,69,821359,7236009,8057368,10891,2,12495,-77,2578,297,849768,2,22123,12492,2
6/8/2021,864619,291,712114,190,152505,101,821157,7225320,8046477,7499,2,12493,-71,2655,360,849471,14,22121,12490,5
6/7/2021,864328,273,711924,155,152404,118,820956,7218022,8038978,6040,13,12491,-149,2726,409,849111,14,22107,12485,1
6/6/2021,864055,108,711769,84,152286,24,820756,7212182,8032938,4289,-1,12478,-111,2875,220,848702,3,22093,12484,1
6/5/2021,863947,168,711685,113,152262,55,820665,7207984,8028649,5909,3,12479,-166,2986,331,848482,7,22090,12483,6
6/4/2021,863779,312,711572,213,152207,99,820534,7202206,8022740,9709,1,12476,-81,3152,392,848151,10,22083,12477,2
6/3/2021,863467,328,711359,225,152108,103,820281,7192750,8013031,11962,5,12475,-130,3233,453,847759,13,22073,12475,3
6/2/2021,863139,370,711134,253,152005,117,820002,7181067,8001069,9503,7,12470,-90,3363,453,847306,12,22060,12472,5
6/1/2021,862769,427,710881,279,151888,148,819718,7171848,7991566,6871,9,12463,-59,3453,477,846853,23,22048,12467,3
5/31/2021,862342,189,710602,130,151740,59,819408,7165287,7984695,4081,11,12454,-367,3512,545,846376,6,22025,12464,6
5/30/2021,862153,183,710472,130,151681,53,819251,7161363,7980614,4738,0,12443,-215,3879,398,845831,9,22019,12458,6
5/29/2021,861970,192,710342,135,151628,57,819097,7156779,7975876,5746,2,12443,-230,4094,420,845433,14,22010,12452,3
5/28/2021,861778,326,710207,246,151571,80,818905,7151225,7970130,9628,3,12441,-178,4324,501,845013,4,21996,12449,6
5/27/2021,861452,401,709961,268,151491,133,818612,7141890,7960502,10652,12,12438,-239,4502,628,844512,15,21992,12443,5
5/26/2021,861051,515,709693,375,151358,140,818291,7131559,7949850,12251,22,12426,-94,4741,587,843884,20,21977,12438,8
5/25/2021,860536,433,709318,287,151218,146,817865,7119734,7937599,9271,6,12404,-179,4835,606,843297,14,21957,12430,8
5/24/2021,860103,461,709031,320,151072,141,817556,7110772,7928328,7868,7,12398,-325,5014,779,842691,20,21943,12422,3
5/23/2021,859642,259,708711,192,150931,67,817185,7103275,7920460,5387,6,12391,-229,5339,482,841912,9,21923,12419,7
5/22/2021,859383,313,708519,231,150864,82,816950,7098123,7915073,7490,3,12385,-166,5568,476,841430,14,21914,12412,4
5/21/2021,859070,528,708288,353,150782,175,816646,7090937,7907583,10232,4,12382,-155,5734,679,840954,15,21900,12408,9
5/20/2021,858542,553,707935,393,150607,160,816250,7081101,7897351,24052,16,12378,-222,5889,759,840275,21,21885,12399,10
5/19/2021,857989,639,707542,467,150447,172,815783,7057516,7873299,13946,11,12362,-182,6111,810,839516,27,21864,12389,9
5/18/2021,857350,573,707075,390,150275,183,815238,7044115,7859353,10639,14,12351,-280,6293,839,838706,22,21837,12380,7
5/17/2021,856777,660,706685,393,150092,267,814803,7033911,7848714,9135,12,12337,-314,6573,962,837867,20,21815,12373,10
5/16/2021,856117,276,706292,201,149825,75,814338,7025241,7839579,5291,4,12325,-274,6887,546,836905,16,21795,12363,10
5/15/2021,855841,402,706091,293,149750,109,814087,7020201,7834288,8622,1,12321,-219,7161,620,836359,13,21779,12353,7
5/14/2021,855439,808,705798,590,149641,218,813697,7011969,7825666,12082,10,12320,62,7380,736,835739,31,21766,12346,12
5/13/2021,854631,712,705208,479,149423,233,813027,7000557,7813584,12385,7,12310,-179,7318,884,835003,20,21735,12334,5
5/12/2021,853919,901,704729,651,149190,250,812476,6988723,7801199,17233,9,12303,-37,7497,929,834119,31,21715,12329,10
5/11/2021,853018,847,704078,611,148940,236,811657,6972309,7783966,11470,4,12294,-155,7534,998,833190,31,21684,12319,6
5/10/2021,852171,628,703467,382,148704,246,811018,6961478,7772496,7514,17,12290,-582,7689,1193,832192,30,21653,12313,10
5/9/2021,851543,376,703085,283,148458,93,810583,6954399,7764982,6858,19,12273,-334,8271,691,830999,20,21623,12303,8
5/8/2021,851167,559,702802,398,148365,161,810255,6947869,7758124,10281,0,12254,-84,8605,643,830308,15,21603,12295,10
5/7/2021,850608,1033,702404,739,148204,294,809746,6938097,7747843,14990,2,12254,68,8689,963,829665,26,21588,12285,8
5/6/2021,849575,790,701665,546,147910,244,808899,6923954,7732853,11570,11,12252,-287,8621,1066,828702,24,21562,12277,13
5/5/2021,848785,1208,701119,765,147666,443,808266,6913017,7721283,17611,16,12241,221,8908,971,827636,37,21538,12264,12
5/4/2021,847577,853,700354,601,147223,252,807393,6896279,7703672,12159,11,12225,-308,8687,1150,826665,30,21501,12252,9
5/3/2021,846724,655,699753,450,146971,205,806700,6884813,7691513,8381,13,12214,-639,8995,1281,825515,31,21471,12243,6
5/2/2021,846069,498,699303,374,146766,124,806179,6876953,7683132,7356,1,12201,-226,9634,723,824234,23,21440,12237,11
5/1/2021,845571,609,698929,449,146642,160,805744,6870032,7675776,10355,-1,12200,-131,9860,741,823511,24,21417,12226,7
4/30/2021,844962,1071,698480,772,146482,299,805253,6860168,7665421,14921,7,12201,10,9991,1054,822770,29,21393,12219,10
4/29/2021,843891,1031,697708,686,146183,345,804385,6846115,7650500,14644,9,12194,-117,9981,1139,821716,30,21364,12209,10
4/28/2021,842860,1194,697022,861,145838,333,803606,6832250,7635856,20507,17,12185,-95,10098,1272,820577,45,21334,12199,9
4/27/2021,841666,1159,696161,710,145505,449,802608,6812741,7615349,13778,8,12168,-77,10193,1228,819305,46,21289,12190,12
4/26/2021,840507,1091,695451,713,145056,378,801810,6799761,7601571,9825,11,12160,-378,10270,1458,818077,28,21243,12178,11
4/25/2021,839416,554,694738,426,144678,128,801027,6790719,7591746,8247,6,12149,-269,10648,817,816619,26,21215,12167,7
4/24/2021,838862,752,694312,567,144550,185,800512,6782987,7583499,13041,0,12143,-173,10917,925,815802,31,21189,12160,7
4/23/2021,838110,954,693745,692,144365,262,799869,6770589,7570458,14907,4,12143,-219,11090,1169,814877,25,21158,12153,5
4/22/2021,837156,1851,693053,1049,144103,802,799027,6756524,7555551,22082,12,12139,545,11309,1294,813708,34,21133,12148,12
4/21/2021,835305,1382,692004,943,143301,439,797836,6735633,7533469,17935,19,12127,112,10764,1251,812414,24,21099,12136,15
4/20/2021,833923,1095,691061,901,142862,194,796782,6718752,7515534,13974,15,12108,-269,10652,1349,811163,46,21075,12121,8
4/19/2021,832828,842,690160,550,142668,292,795807,6705753,7501560,9281,15,12093,-697,10921,1524,809814,38,21029,12113,12
4/18/2021,831986,561,689610,480,142376,81,795193,6697086,7492279,8184,17,12078,-161,11618,705,808290,17,20991,12101,11
4/17/2021,831425,704,689130,573,142295,131,794617,6689478,7484095,11805,1,12061,-80,11779,783,807585,17,20974,12090,10
4/16/2021,830721,4216,688557,3997,142164,219,793948,6678342,7472290,35539,14,12060,3238,11859,964,806802,37,20957,12080,6
4/15/2021,826505,1375,684560,1001,141945,374,789254,6647497,7436751,18268,8,12046,157,8621,1210,805838,35,20920,12074,12
4/14/2021,825130,1803,683559,1341,141571,462,788159,6630324,7418483,24922,9,12038,648,8464,1146,804628,36,20885,12062,11
4/13/2021,823327,1132,682218,702,141109,430,786641,6606920,7393561,10965,10,12029,-110,7816,1232,803482,33,20849,12051,11
4/12/2021,822195,1232,681516,882,140679,350,785887,6596709,7382596,9376,7,12019,-157,7926,1382,802250,31,20816,12040,16
4/11/2021,820963,655,680634,461,140329,194,784891,6588329,7373220,7666,3,12012,-186,8083,838,800868,22,20785,12024,5
4/10/2021,820308,873,680173,606,140135,267,784371,6581183,7365554,12240,8,12009,121,8269,744,800030,26,20763,12019,10
4/9/2021,819435,1339,679567,1045,139868,294,783634,6569680,7353314,16474,3,12001,216,8148,1120,799286,37,20737,12009,13
4/8/2021,818096,1149,678522,781,139574,368,782491,6554349,7336840,15049,4,11998,-51,7932,1196,798166,22,20700,11996,5
4/7/2021,816947,1586,677741,1190,139206,396,781606,6540185,7321791,21226,21,11994,330,7983,1235,796970,34,20678,11991,8
4/6/2021,815361,1336,676551,885,138810,451,780305,6520260,7300565,14561,9,11973,69,7653,1258,795735,26,20644,11983,5
4/5/2021,814025,892,675666,518,138359,374,779299,6506705,7286004,6216,38,11964,-621,7584,1475,794477,43,20618,11978,10
4/4/2021,813133,553,675148,417,137985,136,778738,6501050,7279788,9600,7,11926,-262,8205,808,793002,10,20575,11968,16
4/3/2021,812580,896,674731,638,137849,258,778247,6491941,7270188,10428,0,11919,5,8467,891,792194,17,20565,11952,14
4/2/2021,811684,1067,674093,812,137591,255,777525,6482235,7259760,14202,1,11919,-66,8462,1132,791303,18,20548,11938,11
4/1/2021,810617,1252,673281,901,137336,351,776571,6468987,7245558,14412,6,11918,-191,8528,1437,790171,18,20530,11927,7
3/31/2021,809365,1870,672380,1200,136985,670,775578,6455568,7231146,22833,11,11912,593,8719,1266,788734,29,20512,11920,11
3/30/2021,807495,1193,671180,879,136315,314,774194,6434119,7208313,14239,10,11901,-101,8126,1284,787468,35,20483,11909,9
3/29/2021,806302,1193,670301,620,136001,573,773174,6420900,7194074,8854,29,11891,-290,8227,1454,786184,25,20448,11900,6
3/28/2021,805109,815,669681,567,135428,248,772434,6412786,7185220,10825,13,11862,-45,8517,847,784730,24,20423,11894,8
3/27/2021,804294,814,669114,744,135180,70,771785,6402610,7174395,13029,11,11849,3,8562,800,783883,22,20399,11886,9
3/26/2021,803480,996,668370,799,135110,197,770879,6390487,7161366,11720,25,11838,-249,8559,1220,783083,14,20377,11877,15
3/25/2021,802484,1145,667571,869,134913,276,770033,6379613,7149646,16321,20,11813,-112,8808,1237,781863,35,20363,11862,6
3/24/2021,801339,1609,666702,1279,134637,330,769064,6364261,7133325,21261,4,11793,371,8920,1234,780626,28,20328,11856,6
3/23/2021,799730,1171,665423,722,134307,449,767707,6344357,7112064,14454,45,11789,-136,8549,1262,779392,33,20300,11850,12
3/22/2021,798559,1266,664701,808,133858,458,766908,6330702,7097610,9709,34,11744,-65,8685,1297,778130,35,20267,11838,13
3/21/2021,797293,757,663893,564,133400,193,765984,6321917,7087901,8880,5,11710,-8,8750,760,776833,7,20232,11825,13
3/20/2021,796536,754,663329,519,133207,235,765363,6313658,7079021,9692,4,11705,-29,8758,779,776073,17,20225,11812,7
3/19/2021,795782,1942,662810,1288,132972,654,764810,6304519,7069329,22129,28,11701,755,8787,1159,775294,33,20208,11805,11
3/18/2021,793840,1415,661522,970,132318,445,763398,6283802,7047200,18695,23,11673,277,8032,1115,774135,42,20175,11794,14
3/17/2021,792425,1071,660552,825,131873,246,762280,6266225,7028505,15437,8,11650,-83,7755,1146,773020,24,20133,11780,19
3/16/2021,791354,1938,659727,1249,131627,689,761380,6251688,7013068,19029,12,11642,723,7838,1203,771874,50,20109,11761,9
3/15/2021,789416,904,658478,502,130938,402,759937,6234102,6994039,5276,11,11630,-248,7115,1141,770671,24,20059,11752,8
3/14/2021,788512,663,657976,461,130536,202,759391,6229372,6988763,8031,0,11619,-92,7363,755,769530,17,20035,11744,16
3/13/2021,787849,1486,657515,802,130334,684,758836,6221896,6980732,16646,-12,11619,605,7455,893,768775,22,20018,11728,12
3/12/2021,786363,1111,656713,839,129650,272,757902,6206184,6964086,13853,16,11631,-23,6850,1118,767882,13,19996,11716,19
3/11/2021,785252,1366,655874,924,129378,442,756899,6193334,6950233,19245,17,11615,168,6873,1181,766764,15,19983,11697,12
3/10/2021,783886,1602,654950,1137,128936,465,755875,6175113,6930988,23671,18,11598,303,6705,1281,765583,30,19968,11685,25
3/9/2021,782284,1350,653813,806,128471,544,754603,6152714,6907317,17104,32,11580,-37,6402,1355,764302,24,19938,11660,21
3/8/2021,780934,1088,653007,679,127927,409,753654,6136559,6890213,7643,9,11548,-557,6439,1636,762947,15,19914,11639,26
3/7/2021,779846,752,652328,472,127518,280,752881,6129689,6882570,7138,4,11539,-201,6996,949,761311,9,19899,11613,23
3/6/2021,779094,1235,651856,843,127238,392,752305,6123127,6875432,18286,9,11535,169,7197,1057,760362,20,19890,11590,20
3/5/2021,777859,1227,651013,781,126846,446,751277,6105869,6857146,14116,33,11526,-71,7028,1265,759305,14,19870,11570,19
3/4/2021,776632,1608,650232,1066,126400,542,750362,6092668,6843030,25298,42,11493,568,7099,998,758040,27,19856,11551,18
3/3/2021,775024,1309,649166,888,125858,421,749071,6068661,6817732,18074,23,11451,17,6531,1269,757042,22,19829,11533,23
3/2/2021,773715,1551,648278,989,125437,562,748041,6051617,6799658,15998,15,11428,527,6514,1009,755773,32,19807,11510,11
3/1/2021,772164,568,647289,360,124875,208,746869,6036791,6783660,3824,10,11413,-436,5987,994,754764,16,19775,11499,14
2/28/2021,771596,841,646929,583,124667,258,746472,6033364,6779836,10209,18,11403,-70,6423,893,753770,11,19759,11485,13
2/27/2021,770755,1438,646346,856,124409,582,745791,6023836,6769627,18086,16,11385,377,6493,1045,752877,23,19748,11472,16
2/26/2021,769317,1130,645490,793,123827,337,744752,6006789,6751541,11959,56,11369,-561,6116,1635,751832,16,19725,11456,11
2/25/2021,768187,1682,644697,1176,123490,506,743828,5995754,6739582,22425,55,11313,-97,6677,1724,750197,37,19709,11445,23
2/24/2021,766505,1922,643521,1478,122984,444,742473,5974684,6717157,24671,68,11258,-42,6774,1896,748473,39,19672,11422,18
2/23/2021,764583,1846,642043,1133,122540,713,740748,5951738,6692486,16865,45,11190,-375,6816,2176,746577,44,19633,11404,21
2/22/2021,762737,1058,640910,604,121827,454,739507,5936114,6675621,6161,20,11145,-1275,7191,2313,744401,37,19589,11383,23
2/21/2021,761679,871,640306,583,121373,288,738805,5930655,6669460,6860,18,11125,-273,8466,1126,742088,15,19552,11360,30
2/20/2021,760808,1365,639723,837,121085,528,738103,5924497,6662600,12463,51,11107,-57,8739,1371,740962,31,19537,11330,20
2/19/2021,759443,998,638886,644,120557,354,737190,5912947,6650137,6664,7,11056,-926,8796,1917,739591,37,19506,11310,29
2/18/2021,758445,1486,638242,953,120203,533,736457,5907016,6643473,12977,72,11049,-649,9722,2063,737674,43,19469,11281,30
2/17/2021,756959,932,637289,597,119670,335,735380,5895116,6630496,6595,31,10977,-1300,10371,2201,735611,16,19426,11251,38
2/16/2021,756027,1232,636692,788,119335,444,734696,5889205,6623901,9889,17,10946,-1246,11671,2461,733410,30,19410,11213,31
2/15/2021,754795,779,635904,453,118891,326,733808,5880204,6614012,6226,4,10929,-2026,12917,2801,730949,13,19380,11182,26
2/14/2021,754016,1256,635451,900,118565,356,733281,5874505,6607786,13046,31,10925,-357,14943,1582,728148,23,19367,11156,31
2/13/2021,752760,1678,634551,1121,118209,557,732233,5862507,6594740,19165,9,10894,14,15300,1655,726566,30,19344,11125,33
2/12/2021,751082,1928,633430,1382,117652,546,730898,5844677,6575575,22316,81,10885,-395,15286,2242,724911,21,19314,11092,27
2/11/2021,749154,2421,632048,1740,117106,681,729274,5823985,6553259,25273,81,10804,-286,15681,2626,722669,35,19293,11065,34
2/10/2021,746733,2142,630308,1519,116425,623,727283,5800703,6527986,24634,100,10723,-583,15967,2625,720043,39,19258,11031,37
2/9/2021,744591,2700,628789,1783,115802,917,725509,5777843,6503352,21678,65,10623,-591,16550,3226,717418,57,19219,10994,40
2/8/2021,741891,1248,627006,786,114885,462,723372,5758302,6481674,6678,97,10558,-2331,17141,3482,714192,30,19162,10954,36
2/7/2021,740643,1354,626220,941,114423,413,722461,5752535,6474996,12772,6,10461,-438,19472,1786,710710,27,19132,10918,27
2/6/2021,739289,3664,625279,2597,114010,1067,721419,5740805,6462224,39406,58,10455,1596,19910,2010,708924,44,19105,10891,58
2/5/2021,735625,2186,622682,1572,112943,614,718181,5704637,6422818,22738,203,10397,-774,18314,2757,706914,53,19061,10833,49
2/4/2021,733439,2897,621110,2085,112329,812,716221,5683859,6400080,32434,169,10194,-545,19088,3273,704157,69,19008,10784,49
2/3/2021,730542,3349,619025,2259,111517,1090,713868,5653778,6367646,27513,133,10025,20,19633,3196,700884,87,18939,10735,40
2/2/2021,727193,1315,616766,839,110427,476,711299,5628834,6340133,6560,147,9892,-2884,19613,4052,697688,25,18852,10695,43
2/1/2021,725878,1692,615927,1056,109951,636,710396,5623177,6333573,8144,103,9745,-1893,22497,3482,693636,51,18827,10652,51
1/31/2021,724186,2176,614871,1384,109315,792,709246,5616183,6325429,17537,76,9642,-21,24390,2121,690154,48,18776,10601,48
1/30/2021,722010,3523,613487,2946,108523,577,707518,5600374,6307892,38101,113,9566,806,24411,2604,688033,50,18728,10553,50
1/29/2021,718487,1766,610541,1242,107946,524,703993,5565798,6269791,13889,44,9453,-1902,23605,3624,685429,36,18678,10503,55
1/28/2021,716721,3963,609299,2022,107422,1941,702497,5553405,6255902,20461,101,9409,-358,25507,4220,681805,82,18642,10448,70
1/27/2021,712758,2727,607277,2068,105481,659,700230,5535211,6235441,20351,154,9308,-1241,25865,3814,677585,59,18560,10378,62
1/26/2021,710031,3140,605209,2324,104822,816,697942,5517148,6215090,22535,192,9154,-1935,27106,4883,673771,72,18501,10316,82
1/25/2021,706891,1823,602885,1222,104006,601,695353,5497202,6192555,11639,111,8962,-3532,29041,5244,668888,52,18429,10234,76
1/24/2021,705068,1599,601663,1309,103405,290,693977,5486939,6180916,13245,40,8851,-1667,32573,3226,663644,40,18377,10158,83
1/23/2021,703469,4490,600354,3174,103115,1316,692454,5475217,6167671,38165,42,8811,1095,34240,3353,660418,88,18337,10075,73
1/22/2021,698979,2637,597180,1968,101799,669,688406,5441100,6129506,21622,93,8769,-2529,33145,5073,657065,52,18249,10002,74
1/21/2021,696342,4712,595212,3511,101130,1201,686126,5421758,6107884,31104,128,8676,-1957,35674,6541,651992,83,18197,9928,107
1/20/2021,691630,3115,591701,2100,99929,1015,682180,5394600,6076780,19972,86,8548,-2783,37631,5812,645451,57,18114,9821,86
1/19/2021,688515,4773,589601,2783,98914,1990,679733,5377075,6056808,22858,40,8462,-3171,40414,7904,639639,112,18057,9735,99
1/18/2021,683742,1617,586818,1068,96924,549,676409,5357541,6033950,7863,39,8422,-7221,43585,8799,631735,42,17945,9636,80
1/17/2021,682125,2569,585750,1876,96375,693,675318,5350769,6026087,15253,36,8383,-1897,50806,4430,622936,52,17903,9556,90
1/16/2021,679556,6931,583874,5346,95682,1585,673253,5337581,6010834,46111,44,8347,1313,52703,5574,618506,125,17851,9466,89
1/15/2021,672625,2759,578528,1817,94097,942,666739,5297984,5964723,14576,79,8303,-674,51390,3354,612932,59,17726,9377,90
1/14/2021,669866,6160,576711,4804,93155,1356,664764,5285383,5950147,37421,84,8224,-280,52064,6356,609578,99,17667,9287,106
1/13/2021,663706,4119,571907,2876,91799,1243,659210,5253516,5912726,20733,137,8140,-4031,52344,8013,603222,65,17568,9181,77
1/12/2021,659587,4748,569031,3015,90556,1733,656204,5235789,5891993,20597,146,8003,-6004,56375,10606,595209,75,17503,9104,98
1/11/2021,654839,3787,566016,2680,88823,1107,652952,5218444,5871396,14867,80,7857,-6343,62379,10050,584603,77,17428,9006,102
1/10/2021,651052,5380,563336,3698,87716,1682,650022,5206507,5856529,29943,81,7777,1027,68722,4272,574553,84,17351,8904,108
1/9/2021,645672,7222,559638,5752,86034,1470,645407,5181179,5826586,39408,86,7696,2005,67695,5131,570281,89,17267,8796,89
1/8/2021,638450,6056,553886,4580,84564,1476,638703,5148475,5787178,33865,126,7610,4245,65690,1685,565150,96,17178,8707,118
1/7/2021,632394,7342,549306,6305,83088,1037,632729,5120584,5753313,33686,111,7484,3149,61445,4082,563465,99,17082,8589,91
1/6/2021,625052,7361,543001,5165,82051,2196,626363,5093264,5719627,28868,114,7373,437,58296,6810,559383,129,16983,8498,115
1/5/2021,617691,8407,537836,5150,79855,3257,620837,5069922,5690759,25819,99,7259,-776,57859,9084,552573,129,16854,8383,115
1/4/2021,609284,4051,532686,3004,76598,1047,615517,5049423,5664940,10890,143,7160,-4626,58635,8534,543489,67,16725,8268,107
1/3/2021,605233,3515,529682,2375,75551,1140,612544,5041506,5654050,12404,55,7017,-258,63261,3718,534955,56,16658,8161,103
1/2/2021,601718,7198,527307,5732,74411,1466,610102,5031544,5641646,30031,15,6962,3108,63519,4075,531237,98,16602,8058,86
1/1/2021,594520,6680,521575,5227,72945,1453,603543,5008072,5611615,28065,48,6947,-400,60411,7032,527162,77,16504,7972,97
12/31/2020,587840,9175,516348,7241,71492,1934,597938,4985612,5583550,35511,97,6899,1924,60811,7154,520130,74,16427,7875,99
12/30/2020,578665,6701,509107,4536,69558,2165,589853,4958186,5548039,22248,100,6802,-713,58887,7314,512976,81,16353,7776,99
12/29/2020,571964,8078,504571,4958,67393,3120,584912,4940879,5525791,23328,122,6702,65,59600,7891,505662,115,16272,7677,98
12/28/2020,563886,3548,499613,2633,64273,915,579592,4922871,5502463,10180,76,6580,-6591,59535,10063,497771,79,16157,7579,89
12/27/2020,560338,3379,496980,2296,63358,1083,576743,4915540,5492283,13186,69,6504,-446,66126,3756,487708,76,16078,7490,87
12/26/2020,556959,4890,494684,3550,62275,1340,573966,4905131,5479097,21741,7,6435,848,66572,4035,483952,86,16002,7403,91
12/25/2020,552069,6630,491134,5440,60935,1190,570086,4887270,5457356,33411,5,6428,-564,65724,7189,479917,55,15916,7312,80
12/24/2020,545439,6645,485694,5029,59745,1616,564057,4859888,5423945,32439,51,6423,-520,66288,7114,472728,46,15861,7232,107
12/23/2020,538794,6095,480665,3974,58129,2121,558333,4833173,5391506,26392,111,6372,-1330,66808,7314,465614,84,15815,7125,97
12/22/2020,532699,6908,476691,4714,56008,2194,553759,4811355,5365114,29080,133,6261,-815,68138,7590,458300,125,15731,7028,109
12/21/2020,525791,5823,471977,4379,53814,1444,548484,4787550,5336034,26611,65,6128,-3914,68953,9672,450710,83,15606,6919,104
12/20/2020,519968,9995,467598,8347,52370,1648,543596,4765827,5309423,61062,54,6063,6433,72867,3508,441038,107,15523,6815,101
12/19/2020,509973,7073,459251,6035,50722,1038,534030,4714331,5248361,41319,57,6009,3188,66434,3828,437530,70,15416,6714,93
12/18/2020,502900,8264,453216,6983,49684,1281,526628,4680414,5207042,40585,115,5952,1881,63246,6268,433702,93,15346,6621,96
12/17/2020,494636,10155,446233,8059,48403,2096,519186,4647271,5166457,44532,177,5837,3149,61365,6829,427434,116,15253,6525,92
12/16/2020,484481,9314,438174,6480,46307,2834,510524,4611401,5121925,35796,53,5660,2271,58216,6990,420605,145,15137,6433,85
12/15/2020,475167,11807,431694,10299,43473,1508,503411,4582718,5086129,65200,74,5607,4591,55945,7142,413615,158,14992,6348,66
12/14/2020,463360,7918,421395,6855,41965,1063,491712,4529217,5020929,42297,79,5533,-2544,51354,10383,406473,111,14834,6282,76
12/13/2020,455442,11210,414540,9831,40902,1379,483943,4494689,4978632,68964,62,5454,7737,53898,3411,396090,122,14723,6206,85
12/12/2020,444232,8917,404709,7298,39523,1619,472874,4436794,4909668,47598,73,5392,5029,46161,3815,392679,135,14601,6121,79
12/11/2020,435315,6024,397411,5094,37904,930,464582,4397488,4862070,32150,87,5319,1709,41132,4228,388864,115,14466,6042,68
12/10/2020,429291,8869,392317,7753,36974,1116,458972,4370948,4829920,52295,69,5232,7542,39423,1258,384636,123,14351,5974,75
12/9/2020,420422,5791,384564,5107,35858,684,450176,4327449,4777625,27593,62,5163,148,31881,5581,383378,99,14228,5899,62
12/8/2020,414631,8071,379457,6997,35174,1074,444549,4305483,4750032,45056,100,5101,2353,31733,5618,377797,107,14129,5837,79
12/7/2020,406560,7126,372460,6124,34100,1002,436841,4268135,4704976,35767,66,5001,-711,29380,7771,372179,87,14022,5758,72
12/6/2020,399434,4042,366336,3404,33098,638,430173,4239036,4669209,19687,38,4935,1159,30091,2845,364408,45,13935,5686,86
12/5/2020,395392,3056,362932,2510,32460,546,426434,4223088,4649522,15624,29,4897,16,28932,3011,361563,51,13890,5600,78
12/4/2020,392336,5356,360422,4283,31914,1073,423756,4210142,4633898,26992,95,4868,-315,28916,5576,358552,94,13839,5522,83
12/3/2020,386980,4790,356139,3985,30841,805,418913,4187993,4606906,25632,93,4773,579,29231,4118,352976,82,13745,5439,72
12/2/2020,382190,2498,352154,2106,30036,392,414440,4166834,4581274,11851,50,4680,-2537,28652,4985,348858,58,13663,5367,67
12/1/2020,379692,6663,350048,5668,29644,995,412286,4157137,4569423,36168,36,4630,1048,31189,5579,343873,111,13605,5300,68
11/30/2020,373029,5958,344380,5386,28649,572,406147,4127108,4533255,40744,48,4594,-1185,30141,7095,338294,89,13494,5232,80
11/29/2020,367071,5499,338994,5072,28077,427,400160,4092351,4492511,37922,13,4546,2485,31326,3001,331199,70,13405,5152,57
11/28/2020,361572,4684,333922,4063,27650,621,394444,4060145,4454589,31917,15,4533,1604,28841,3065,328198,73,13335,5095,61
11/27/2020,356888,5382,329859,4798,27029,584,389863,4032809,4422672,32627,7,4518,387,27237,4988,325133,81,13262,5034,80
11/26/2020,351506,5263,325061,4908,26445,355,384314,4005731,4390045,52384,53,4511,-440,26850,5650,320145,60,13181,4954,47
11/25/2020,346243,2171,320153,1573,26090,598,378430,3959231,4337661,12056,92,4458,-2378,27290,4457,314495,90,13121,4907,64
11/24/2020,344072,2043,318580,1514,25492,529,376989,3948616,4325605,10731,73,4366,-3432,29668,5402,310038,90,13031,4843,66
11/23/2020,342029,2200,317066,1843,24963,357,375485,3939389,4314874,11111,35,4293,-4653,33100,6818,304636,70,12941,4777,68
11/22/2020,339829,5531,315223,5036,24606,495,373618,3930145,4303763,43848,55,4258,2885,37753,2591,297818,110,12871,4709,59
